id,created_at,closed_at,state,comments,title
1916,2020-08-31 19:23:28.000000000,2020-09-01 00:29:30.000000000,closed,6,support plugins section from compilerOptions
1915,2020-08-31 18:23:50.000000000,2020-08-31 23:06:30.000000000,closed,1,build(devs-infra): remove comments for build assets
1914,2020-08-31 16:25:09.000000000,2020-08-31 22:26:24.000000000,closed,1,fix: set minimum jest-util version at 26.1.0
1913,2020-08-31 15:53:56.000000000,2020-08-31 22:26:23.000000000,closed,2,Updating ts-jest from 26.1.1 to 26.3.0 causes error with jest-util
1912,2020-08-31 11:57:48.000000000,2020-08-31 18:19:01.000000000,closed,9,Can not get display name in React when named export
1911,2020-08-30 18:27:28.000000000,2020-08-30 20:16:10.000000000,closed,0,refactor(presets): simplify create presets codes
1910,2020-08-29 13:31:06.000000000,2020-08-29 14:33:09.000000000,closed,1,refactor(devs-infra): rename util dir to utils dir
1909,2020-08-28 19:28:34.000000000,2020-08-29 12:59:59.000000000,closed,2,Jest detecting open handle when ran with ts-jest
1908,2020-08-27 08:33:10.000000000,2020-08-27 09:14:39.000000000,closed,0,build(deps-dev): bump @types/react from 16.9.47 to 16.9.48
1907,2020-08-27 08:32:38.000000000,2020-08-27 08:50:40.000000000,closed,1,build(deps-dev): bump prettier from 2.1.0 to 2.1.1
1906,2020-08-27 01:36:42.000000000,2020-08-27 07:41:14.000000000,closed,1,build(deps-dev): bump eslint-plugin-jsdoc from 30.2.4 to 30.3.0
1905,2020-08-26 19:11:05.000000000,2020-08-26 19:11:29.000000000,closed,1,Add support to TypeScript 4 as peer dependency
1904,2020-08-26 04:20:37.000000000,2020-08-26 10:21:31.000000000,closed,1,build(deps-dev): bump lint-staged from 10.2.11 to 10.2.13
1903,2020-08-26 04:20:07.000000000,2020-08-26 09:37:24.000000000,closed,1,build(deps-dev): bump @types/react from 16.9.46 to 16.9.47
1902,2020-08-26 04:19:35.000000000,2020-08-26 09:58:11.000000000,closed,1,build(deps-dev): bump @typescript-eslint/eslint-plugin from 3.10.0 to 3.10.1
1901,2020-08-26 04:19:30.000000000,2020-08-26 08:06:35.000000000,closed,1,build(deps-dev): bump @typescript-eslint/parser from 3.10.0 to 3.10.1
1900,2020-08-26 01:44:55.000000000,2020-08-26 10:45:12.000000000,closed,1,chore(release): 26.3.0
1899,2020-08-25 13:19:20.000000000,2020-08-25 14:01:02.000000000,closed,1,build(deps-dev): bump @typescript-eslint/eslint-plugin from 3.9.1 to 3.10.0
1898,2020-08-25 13:13:51.000000000,2020-08-25 13:32:40.000000000,closed,1,build(deps-dev): bump @typescript-eslint/parser from 3.9.1 to 3.10.0
1897,2020-08-25 09:58:24.000000000,2020-08-25 11:05:45.000000000,closed,1,build(deps-dev): bump prettier from 2.0.5 to 2.1.0
1896,2020-08-24 15:52:49.000000000,2020-08-24 21:44:01.000000000,closed,1,build(devs-infra): use execa for e2e scripts
1895,2020-08-24 10:09:10.000000000,2020-08-24 10:35:26.000000000,closed,1,Support TypeScript 4
1894,2020-08-23 13:10:00.000000000,2020-08-23 14:17:23.000000000,closed,1,refactor(config): compute cache key without babel deps
1893,2020-08-23 02:00:42.000000000,2020-08-23 11:51:45.000000000,closed,1,refactor(config): compute cache key without reading package.json
1892,2020-08-23 00:13:25.000000000,2020-08-23 11:51:45.000000000,closed,20,"[MODULE_NOT_FOUND] Error: ts-jest tried to access …, but it isn't declared in its dependencies; this makes the require call ambiguous and unsound."
1891,2020-08-22 16:40:51.000000000,2020-08-22 17:02:09.000000000,closed,1,build(deps-dev): bump jest from 26.4.1 to 26.4.2
1890,2020-08-21 18:08:08.000000000,2020-08-21 18:14:15.000000000,closed,1,TypeScript 4.0 Support
1889,2020-08-21 13:38:48.000000000,2020-08-21 14:05:57.000000000,closed,1,feat: support TypeScript 4.0
1888,2020-08-21 12:28:45.000000000,2020-08-21 13:02:00.000000000,closed,1,build(deps-dev): bump jest from 26.4.0 to 26.4.1
1887,2020-08-20 23:28:01.000000000,2020-08-21 14:05:57.000000000,closed,2,Support TypeScript 4.x
1886,2020-08-18 06:56:45.000000000,2020-08-18 11:04:26.000000000,closed,1,build(deps-dev): bump @typescript-eslint/eslint-plugin from 3.9.0 to 3.9.1
1885,2020-08-18 06:52:07.000000000,2020-08-18 10:06:44.000000000,closed,1,build(deps-dev): bump @typescript-eslint/parser from 3.9.0 to 3.9.1
1884,2020-08-18 05:17:13.000000000,2020-08-18 09:34:52.000000000,closed,1,build(deps-dev): bump eslint-plugin-jsdoc from 30.2.3 to 30.2.4
1883,2020-08-18 01:18:09.000000000,2020-08-18 01:36:56.000000000,closed,1,build(deps-dev): bump @types/semver from 7.3.2 to 7.3.3
1882,2020-08-16 06:32:49.000000000,2020-08-16 10:13:32.000000000,closed,1,build(deps-dev): bump eslint-plugin-jsdoc from 30.2.2 to 30.2.3
1881,2020-08-15 05:06:26.000000000,2020-08-15 05:25:55.000000000,closed,1,build(deps): bump @types/jest from 26.0.9 to 26.0.10
1880,2020-08-15 03:58:13.000000000,2020-08-15 04:30:01.000000000,closed,1,build(deps-dev): bump eslint from 7.6.0 to 7.7.0
1879,2020-08-14 06:36:14.000000000,2020-08-14 10:30:16.000000000,closed,1,build(deps-dev): bump @types/semver from 7.3.1 to 7.3.2
1878,2020-08-13 14:39:51.000000000,2020-08-13 15:24:18.000000000,closed,1,build(deps-dev): bump eslint-plugin-jsdoc from 30.2.1 to 30.2.2
1877,2020-08-13 08:02:41.000000000,2020-08-13 08:59:35.000000000,closed,1,build(deps-dev): bump jest from 26.3.0 to 26.4.0
1876,2020-08-12 16:18:20.000000000,2020-08-12 16:40:47.000000000,closed,1,build(deps-dev): bump conventional-changelog-cli from 2.0.34 to 2.1.0
1875,2020-08-12 12:12:34.000000000,2020-08-12 12:25:22.000000000,closed,1,docs(devs-infra): correct astTransformers type
1874,2020-08-12 12:02:35.000000000,2020-08-12 12:51:31.000000000,closed,1,build(deps-dev): update e2e templates' dependencies
1873,2020-08-11 20:47:04.000000000,2020-08-12 09:19:03.000000000,closed,7,Getting  TypeError: foo_1.default is not a function
1872,2020-08-11 13:39:47.000000000,2020-08-11 14:11:35.000000000,closed,1,chore(release): 26.2.0
1871,2020-08-11 05:49:24.000000000,2020-08-11 12:14:35.000000000,closed,1,build(deps-dev): bump @typescript-eslint/eslint-plugin from 3.8.0 to 3.9.0
