release,tag_name,commit_id,date,days_since_last_release
9041671,mbed-os-5.7.1,2b4ff78ab0a52ef1dc3f2998908453c595e2b2c0,2017-12-21 18:37:32,7
9110368,mbed-os-5.7.2,eca67ca7dafab4ef70c21e2463b541132d0dd691,2018-01-03 14:13:52,12
9272593,mbed-os-5.7.3,96d9a00d0a1d25095b330095fa81c40f7741777c,2018-01-15 17:30:46,12
9498228,mbed-os-5.7.4,caeaa49d68c67ee00275cece10cd88e0ed0f6ed3,2018-01-30 05:22:46,14
9688115,mbed-os-5.7.5,569159b784f70feaa32ce226aaca896fb83452f7,2018-02-12 23:02:20,13
9871929,mbed-os-5.7.6,91e6db1ea251ffcc973001ed90477f42fdca5751,2018-02-26 16:55:24,13
10257124,mbed-os-5.8.0,ad284b28064b22d7e125bcd83e3b5bf649bc4c37,2018-03-14 14:29:48,15
10149110,mbed-os-5.7.7,16bac101a6b7b4724023dcf86ece1548e3a23cbf,2018-03-15 22:36:03,1
10317050,mbed-os-5.8.1,addec7ba10054be03849eff58a1d17f157391e7d,2018-03-27 19:41:03,11
10494077,mbed-os-5.8.2,f9ee4e849f8cbd64f1ec5fdd4ad256585a208360,2018-04-10 16:36:34,13
10711627,mbed-os-5.8.3,c05d72c3c005fbb7e92c3994c32bda45218ae7fe,2018-04-24 13:18:23,13
10922589,mbed-os-5.8.4,ae6c7c60f91c89cbf755a2f3c8ec9c66635849fd,2018-05-07 19:57:26,13
11136527,mbed-os-5.8.5,367dbdf5145f4d6aa3e483c147fe7bda1ce23a36,2018-05-21 14:11:29,13
11388435,mbed-os-5.8.6,35fa909641fedcad9bbe0c7300d4ccdf15a2b71a,2018-06-05 18:58:44,15
11460803,mbed-os-5.9.0,866850acc15e86cd4ac11bf4404078a49f921ddd,2018-06-08 21:47:03,3
11566364,mbed-os-5.9.1,03196b244ee00fc748cd4dbfa83b26f3fc0f376b,2018-06-16 01:52:13,7
11780682,mbed-os-5.9.2,62f8b922b420626514fd4690107aff4188469833,2018-06-30 02:29:53,14
11946992,mbed-os-5.9.3,50bd61a4a72332baa6b1bac6caccb44dc5423309,2018-07-16 11:39:51,16
12216187,mbed-os-5.9.4,485bdeee150e2bc8ed75e27d936060fb63a7a7d1,2018-07-31 00:23:29,14
12413448,mbed-os-5.9.5,f8b140f8d7cb226e41486c5df66ac4f3ce699219,2018-08-14 03:28:27,14
12624905,mbed-os-5.9.6,0fdfcf7350896a9c0b57c4a18237677abfe25f1a,2018-08-24 13:00:14,10
12878061,mbed-os-5.9.7,949cb49ab0a144da0e3b04b6af46db0cd2a20d75,2018-09-10 07:52:09,16
13076361,mbed-os-5.10.0,610e35ddc6d59f153173c1e7b2748cf96d6c9bcd,2018-09-18 13:34:35,8
13349747,mbed-os-5.10.1,c53d51fe9220728bf8ed27afe7afc1ecc3f6f5d7,2018-10-08 21:47:44,20
13629040,mbed-os-5.10.2,e1bea44212b8275f7d8ce7253e758c2e25c57482,2018-10-19 22:37:43,11
13874302,mbed-os-5.10.3,bf6f2c3c6434a6de9eb9511feffa5948b3d1f20f,2018-11-06 14:38:36,17
14123013,mbed-os-5.10.4,2fd0c5cfbd83fce62da6308f9d64c0ab64e1f0d6,2018-11-17 07:31:02,10
14612691,mbed-os-5.11.0,6a0a86538c0b9b2bfcc4583b1e2b7fea8f4e71e9,2018-12-13 23:05:50,26
14803099,mbed-os-5.11.1,c966348d3f9ca80843be7cdc9b748f06ea73ced0,2019-01-03 16:00:04,20
15057883,mbed-os-5.11.2,a8f0c33eaa2c52babff9655417c36f4b5edd54d7,2019-01-17 00:33:05,13
15320745,mbed-os-5.11.3,a8d1d26fa76a27263cc9a69f65df45e3458517a5,2019-01-31 16:48:22,14
15536085,mbed-os-5.11.4,ecb3c8c837162c73537bd0f3592c6e2a42994045,2019-02-11 15:56:11,10
15567884,mbed-os-5.11.5-alpha,bc132a6066cafdb9e4028251b5aff7cfcbcaa444,2019-02-14 23:47:17,3
15809237,mbed-os-5.11.5,51d55508e8400b60af467005646c4e2164738d48,2019-02-25 13:30:01,10
16331267,mbed-os-5.12.0,6bf7fd3ecc601b2b1cf76a198ec55c06815d64c6,2019-03-24 17:04:56,27
16675076,mbed-os-5.12.1,0063e5de32fc575f061244c96ac60c41c07bd2e6,2019-04-08 14:59:25,14
17044002,mbed-os-5.12.2,cfa7938a4dd6d1a4c501945b9c26ca68f70e284e,2019-04-26 14:49:10,17
17223319,mbed-os-5.12.3,0f959dbe4749c20416236e4fe1dac5692cbe18ab,2019-05-07 17:29:07,11
17516290,mbed-os-5.12.4,73f096399b4cda1f780b140c87afad9446047432,2019-05-20 17:18:06,12
18214523,mbed-os-5.13.0,7482462434d5cf718177653ef797547a976a7c5e,2019-06-25 12:57:59,35
18639666,mbed-os-5.13.1,5941d1718339116cd12914238ec331c84da3d08f,2019-07-15 12:47:53,19
18954211,mbed-os-5.13.2,b81aeff1a3e171c6421984faa2cc18d0e35746c0,2019-07-26 22:24:03,11
19310083,mbed-os-5.13.3,808c45062f940790e1287bd6b8420290c062775c,2019-08-14 13:55:15,18
19594491,mbed-os-5.13.4,1bf6b20df9d3cd5f29f001ffc6f0d0fcbbb96118,2019-08-26 12:03:59,11
20183431,mbed-os-5.14.0,b6e5a0a8afa34dec9dae8963778aebce0c82a54b,2019-09-20 10:44:58,24
20783000,mbed-os-5.14.1,679d24833acf0a0b5b0d528576bb37c70863bc4e,2019-10-17 01:08:49,26
21657200,mbed-os-5.14.2,cf4f12a123c05fcae83fc56d76442015cb8a39e9,2019-11-20 18:13:16,34
22318621,mbed-os-5.15.0,64853b354fa188bfe8dbd51e78771213c7ed37f7,2019-12-17 03:46:35,26
22863575,mbed-os-6.0.0-alpha1,430e64fce8098fd5e54f6de32f3f029f35dc705f,2020-01-14 20:04:27,28
23529452,mbed-os-5.15.1,e642a7d8b3609a7c903e042cd772f00a5d299088,2020-02-07 19:15:43,23
23803105,mbed-os-6.0.0-alpha-2,c12b433026beae5b3b769c27941bc6d7fe5d4b27,2020-02-17 16:37:36,9
24629743,mbed-os-6.0.0-alpha-3,532654ebb31c7bf79601042a6fa976b85532ef47,2020-03-13 15:08:13,24
25525404,mbed-os-5.15.2,565ab149819481224ab43f878c3921b14b11d180,2020-04-09 22:53:24,27
26040517,mbed-os-5.15.3,b6370b4c37f3d4665ed1cdcb1afea85396bba1b3,2020-04-27 19:39:04,17
26374972,mbed-os-6.0.0-beta-1,1b2a68ae204b70a7aaf3818dc8fa3881250b13b0,2020-05-07 23:32:37,10
27170657,mbed-os-6.0.0,165be79392ae7b1bee4388d2bc8ed8281978f07c,2020-06-02 17:47:21,25
27591847,mbed-os-5.15.4,e4b81f67f939a0c0b11c147ce74aa367271e1279,2020-06-17 12:12:48,14
27922810,mbed-os-6.1.0,a6207cadad0acd1876f436dc6baeddf46c42af06,2020-06-24 19:41:27,7
28631489,mbed-os-6.2.0,a2ada74770f043aff3e61e29d164a8e78274fcd4,2020-07-15 13:47:30,20
29609631,mbed-os-5.15.5,6a244d7adffc0e93872cfc880e539ee11bbc6002,2020-08-12 15:45:01,28
29867053,mbed-os-6.2.1,890f0562dc2efb7cf76a5f010b535c2b94bce849,2020-08-18 13:17:53,5
