release,tag_name,commit_id,date,days_since_last_release
23495670,201910.00,b223a00091a0e6ef724b55cddbe3ca493e86202a,2019-10-30 02:32:09,0
23495785,201912.00,8add5b911e34461ea99346f8b598a09827216bb9,2019-12-18 03:45:03,49
23787452,202002.00,987d9697ad4dc924bd71333c57b2f68bbe81b172,2020-02-19 05:13:00,63
28694797,202007.00,4e8219e0923d459900924ff760ac492224b131fb,2020-07-18 01:13:23,149
