id,created_at,closed_at,state,comments,title
2884,2020-08-31 15:34:32.000000000,1970-01-01 00:00:00.000000001,open,0,[BUG] New-PnPTeamsTeam returns error since about 1 week
2883,2020-08-29 19:14:21.000000000,1970-01-01 00:00:00.000000001,open,0,"Cannot bind parameter 'ClientObject'. Cannot convert the ""Microsoft.SharePoint.Client.ListItem"" value of type ""Deserialized.Microsoft.SharePoint.Client.ListItem"" to type ""Microsoft.SharePoint.Client.ClientObject"""
2881,2020-08-28 17:20:40.000000000,1970-01-01 00:00:00.000000001,open,0,[BUG] GitHub Actions Pester Tests now all fail with 3.24.2008.1
2880,2020-08-28 15:36:00.000000000,1970-01-01 00:00:00.000000001,open,1,Add-PnPNavigationNode fails when adding a link to a footer
2879,2020-08-28 15:02:11.000000000,1970-01-01 00:00:00.000000001,open,0,[BUG]Connect-PnPOnline : Access to the path 'C:\Temp' is denied.
2875,2020-08-27 01:53:00.000000000,1970-01-01 00:00:00.000000001,open,0,[BUG] Initialize-PnPPowerShellAuthentication gives error: Exception while invoking endpoint https://graph.microsoft.com/beta/applications
2874,2020-08-26 18:55:40.000000000,1970-01-01 00:00:00.000000001,open,0,Get-PnPTenantTemplate: Fixing scope name generation
2873,2020-08-26 18:01:58.000000000,1970-01-01 00:00:00.000000001,open,0,Get-PnPTenantTemplate: Fixing Configuration parameter not being optional and throwing exception
2871,2020-08-25 21:11:43.000000000,1970-01-01 00:00:00.000000001,open,0,WorkflowInstance cmdlet improvements
2870,2020-08-25 20:19:45.000000000,1970-01-01 00:00:00.000000001,open,0,"Corrected examples for the ""New-PnPTeamsTeam"" (not ""Get-*"")"
2869,2020-08-25 12:49:37.000000000,1970-01-01 00:00:00.000000001,open,0,[BUG] August update in regards with Azure Functions
2868,2020-08-25 10:40:59.000000000,1970-01-01 00:00:00.000000001,open,2,This query was not completed because the system has been configured to block such queries.
2866,2020-08-24 14:08:52.000000000,1970-01-01 00:00:00.000000001,open,0,Added ability to set site collection specific expiration on anonymous sharing links
2865,2020-08-23 10:43:20.000000000,1970-01-01 00:00:00.000000001,open,0,[BUG]: Set-PnPHubSite [HideNameInNavigation] - UI not getting updated
2863,2020-08-22 12:14:55.000000000,1970-01-01 00:00:00.000000001,open,1,[BUG]
2861,2020-08-20 23:13:30.000000000,1970-01-01 00:00:00.000000001,open,4,"Apply-PnPProvisioningTemplate fails with error {""error_description"":""Invalid issuer or signature.""} when connected w/App Identity for plain SPO-Site"
2859,2020-08-20 16:22:02.000000000,2020-08-20 16:22:09.000000000,closed,0,August 2020 Point Release
2858,2020-08-20 16:19:13.000000000,2020-08-20 16:19:26.000000000,closed,0,August 2020 Point Release
2857,2020-08-20 13:36:08.000000000,1970-01-01 00:00:00.000000001,open,0,"[BUG] Cannot apply Provisioning template: Exception while invoking endpoint https://graph.microsoft.com/v1.0/groups?$select=id&$filter=id%20eq%20'%7Bsequencesitegroupid%3ATEAM.SITE.01%7D'."", #1"
2856,2020-08-19 18:46:50.000000000,1970-01-01 00:00:00.000000001,open,0,Update AddField.cs
2855,2020-08-19 16:45:25.000000000,2020-08-20 12:03:17.000000000,closed,0,Improve -All queries.
2854,2020-08-18 21:44:45.000000000,2020-08-22 14:22:21.000000000,closed,1,"[BUG]Issue in PowerShell 7, ""Get-PnPProperty: Cannot bind parameter 'ClientObject'. Cannot convert the ""Microsoft.SharePoint.Client.Folder"" value of type ""Deserialized.Microsoft.SharePoint.Client.Folder"" to type ""Microsoft.SharePoint.Client.ClientObject"""
2853,2020-08-18 16:58:13.000000000,2020-08-22 14:20:17.000000000,closed,6,[BUG] Initialize-PnPPowerShellAuthentication: throws Exception after authentication
2852,2020-08-18 09:43:19.000000000,1970-01-01 00:00:00.000000001,open,1,Fixing how Get-PnPFile handles removed principals in non-English environments
2850,2020-08-18 07:29:14.000000000,2020-08-18 08:16:16.000000000,closed,4,"[BUG] PowerShell 7, I am getting error ""Set-PnPListItem: Cannot bind parameter 'Identity'. Cannot convert value ""Microsoft.SharePoint.Client.ListItem"" to type ""SharePointPnP.PowerShell.Commands.Base.PipeBinds.ListItemPipeBind"". Error: ""Cannot convert the ""Microsoft.SharePoint.Client.ListItem"" value of type ""Deserialized.Selected.System.Management.Automation.PSCustomObject"" to type ""SharePointPnP.PowerShell.Commands.Base.PipeBinds.ListItemPipeBind""."""
2849,2020-08-17 23:31:32.000000000,1970-01-01 00:00:00.000000001,open,4,Useweblogin > NewPnpSite > App-Only Error
2848,2020-08-17 22:36:02.000000000,2020-08-18 14:04:10.000000000,closed,2,[BUG] Apply-PnPTenantTemplate suddenly throwing AAD Errors
2847,2020-08-17 19:02:02.000000000,1970-01-01 00:00:00.000000001,open,0,[BUG]
