id,created_at,closed_at,state,comments,title
1194,2020-08-23 16:32:58.000000000,2020-08-23 20:23:59.000000000,closed,2,Update to indian holidays
1193,2020-08-23 14:50:19.000000000,1970-01-01 00:00:00.000000001,open,2,ICS export leads to crash
1192,2020-08-21 23:40:32.000000000,2020-08-22 00:13:36.000000000,closed,1,Basque short description updated
1191,2020-08-21 22:24:39.000000000,2020-08-21 23:25:50.000000000,closed,0,Updated Basque translations
1190,2020-08-21 12:02:56.000000000,2020-08-21 17:45:47.000000000,closed,1,cannot return to week view from list view
1189,2020-08-19 11:15:17.000000000,2020-08-20 14:00:43.000000000,closed,8,Cannot open app from icon nor widget 
1188,2020-08-16 17:28:00.000000000,1970-01-01 00:00:00.000000001,open,0,Check some event repetition issues
1187,2020-08-15 05:42:26.000000000,2020-08-16 00:23:36.000000000,closed,1,No way to synchronize .ics links
1186,2020-08-14 19:45:53.000000000,1970-01-01 00:00:00.000000001,open,0,support private event classifiers
1185,2020-08-14 12:10:18.000000000,2020-08-14 14:21:30.000000000,closed,3,Display Location if description is empty
1184,2020-08-12 19:48:33.000000000,2020-08-24 21:44:58.000000000,closed,2,Downloads of serveral new versions fail
1183,2020-08-05 13:55:26.000000000,2020-08-06 01:25:25.000000000,closed,1,Feature Request: Show recurrence number/ age on recurring events
1182,2020-07-31 12:49:22.000000000,2020-08-08 22:35:34.000000000,closed,3,Widget Monthly View
1181,2020-07-31 06:33:44.000000000,1970-01-01 00:00:00.000000001,open,0,Fixes #1170 Contact birthday not correct on changing timezone
1180,2020-07-31 00:05:57.000000000,2020-08-02 01:33:29.000000000,closed,3,Added Basque translation
1179,2020-07-30 20:47:09.000000000,1970-01-01 00:00:00.000000001,open,0,Check an error at importing .ics file
1178,2020-07-26 06:41:13.000000000,1970-01-01 00:00:00.000000001,open,0,Feature Request: Optional drop-shadow on widget
1177,2020-07-22 14:42:41.000000000,1970-01-01 00:00:00.000000001,open,1,Show location in widget if description is not set
1176,2020-07-21 15:41:36.000000000,2020-08-08 23:16:49.000000000,closed,12,All-day events break event creation time
1175,2020-07-18 11:05:50.000000000,2020-08-08 23:28:43.000000000,closed,0,Go back to Search results after opening one and using Back
1174,2020-07-16 03:36:06.000000000,2020-07-16 14:39:32.000000000,closed,0,Update Strings.xml Español
1173,2020-07-09 03:51:50.000000000,2020-07-09 20:56:47.000000000,closed,5,Loop reminders behavior seems a little excessive to me
1172,2020-07-07 13:19:35.000000000,1970-01-01 00:00:00.000000001,open,1,change background of day in MonthView 
1171,2020-07-06 20:59:12.000000000,2020-08-08 21:36:14.000000000,closed,1,Adding a divider between months in simple event view #1080
1170,2020-07-04 12:18:58.000000000,1970-01-01 00:00:00.000000001,open,6,Contact Birthday not correct when changing timezone
1169,2020-07-02 22:50:30.000000000,2020-07-03 11:18:58.000000000,closed,0,Updated gl translation
1168,2020-07-01 10:47:12.000000000,2020-08-08 23:30:53.000000000,closed,1,UI is not (fully?) refreshed after bringing app back to foreground
1167,2020-06-28 23:59:38.000000000,2020-07-06 18:46:01.000000000,closed,1,modified day code validation for multi day events to fix 1164
1166,2020-06-26 22:13:00.000000000,2020-06-27 01:28:14.000000000,closed,0,Adding romanian strings
1165,2020-06-24 23:19:00.000000000,2020-06-25 12:11:00.000000000,closed,1,new option for rounded (Default) or rectengular event box in month view
1164,2020-06-20 12:06:39.000000000,2020-07-06 18:46:01.000000000,closed,1,"Multi-week event not shown from second week on, in weekly view"
1163,2020-06-18 16:21:55.000000000,2020-06-18 19:58:41.000000000,closed,1,Calendar only works with interval of hour
1162,2020-06-18 11:19:43.000000000,2020-06-18 11:22:52.000000000,closed,1,Weather Preview
1161,2020-06-18 11:16:52.000000000,1970-01-01 00:00:00.000000001,open,1,Visually differentiate All-Day events
1160,2020-06-16 17:59:17.000000000,2020-06-16 18:01:29.000000000,closed,1,An error occurred: java.lang.IllegalStateException
1159,2020-06-12 23:43:17.000000000,2020-07-06 19:01:08.000000000,closed,8,6.9.5 possible bug in Weekly View
1158,2020-06-11 13:31:12.000000000,2020-06-11 13:51:04.000000000,closed,2,[Feature request]: Abillity to select all search results
1157,2020-06-08 00:57:21.000000000,2020-06-08 13:14:05.000000000,closed,2,Pull-to-refresh doesn't work in weekly view
1156,2020-06-07 14:01:56.000000000,2020-06-07 14:59:33.000000000,closed,0,shorter short description
1155,2020-06-06 14:58:20.000000000,2020-06-07 11:33:14.000000000,closed,1,galician (gl) update
1154,2020-06-05 22:17:42.000000000,2020-06-10 13:17:42.000000000,closed,10,closes #1084
1153,2020-06-04 22:23:30.000000000,1970-01-01 00:00:00.000000001,open,3,"6.9.4 add many ""loading"" entries in Gadget"
1152,2020-06-03 09:28:29.000000000,2020-06-03 13:05:28.000000000,closed,3,Monthly View
