release,tag_name,commit_id,date,days_since_last_release
8834608,zephyr-v1.10.0,7e317dbc4bb9160d2475a91359fa8ffdb2e0e41f,2017-12-05 21:17:00,6
8786340,v1.10.0-rc3,2c525b1ee6b653909a11e61b26a77f6f44146287,2017-12-05 23:20:36,0
9930936,v1.11.0-rc2,d397109e9d34d73b5eebb17ebae56a56edfa9f8b,2018-02-10 19:44:36,66
9791401,v1.11.0-rc1,4f9864b15b263dcf7d6e204ac79f3d96a8a30e64,2018-02-21 23:27:01,11
10003435,v1.11.0-rc3,0528b2b123539db8bb56550a80870015ec76584f,2018-03-08 22:36:39,14
10024598,zephyr-v1.11.0,00ba8c339afd89d09e732d1679b8a38f481cdb7a,2018-03-10 00:53:21,1
11081455,v1.12.0-rc1,e7509c17c5938b48f9ad4b7ae78199bb0faa6113,2018-05-19 01:05:47,70
11230360,v1.12.0-rc2,d93ecda4c590d674e1cccdc65fb3501ae80a2055,2018-05-30 00:20:36,10
11404336,v1.12.0-rc3,bf1e0198a78b7e1a51306a1fe24c73c3cdc5ab9a,2018-06-07 22:12:49,8
11425068,zephyr-v1.12.0,f58d9caba242e52a4e0150dd1be0c99e239a9d42,2018-06-11 18:50:04,3
12530959,v1.13.0-rc1,00bb71361d0a64c30f2a3ef7860d61a94a8707b6,2018-08-22 22:38:13,72
12662458,v1.13.0-rc2,8f7990de98ae57859e2da53e3d584880e2e45c95,2018-08-30 18:49:16,7
12776723,v1.13.0-rc3,8250b3e544131392bff2c794b85b7b93d9388587,2018-09-07 06:54:30,7
12828287,zephyr-v1.13.0,d62e861a01a2f4455ae89d105aa9dbc4bef501c5,2018-09-11 02:52:04,3
15488922,v1.14.0-rc1,588d7b068c9166f043ccb0f9bf50bf39d0173cee,2019-02-11 21:21:59,153
16146557,v1.14.0-rc2,350f6f715632747ccd087d80ffb5bb586428d1de,2019-03-15 19:50:04,31
16424102,v1.14.0-rc3,9e81cbea7df8efad52cc23e0bbdbdde5db997e56,2019-03-29 01:50:07,13
16806070,zephyr-v1.14.0,cebe11544ebeaed9a0c9ffd722c1639fa7463cbe,2019-04-16 19:37:52,18
18441383,v1.14.1-rc1,03a52401c6826511fc6fb9a9aecbefc72f092982,2019-07-05 19:22:16,79
19217785,v2.0.0-rc1,4524035bc8d5e8eb892bccc1ce9547b09e9c7f52,2019-08-10 16:13:29,35
19434765,v1.14.1-rc2,5ad3f4a6930d13344a69e16ba22faaf7ae238cfd,2019-08-21 03:22:47,10
19616223,v2.0.0-rc2,aa066d413945a4bfcb9b36963a859e6bc7de4536,2019-08-28 22:41:15,7
19739015,v2.0.0-rc3,929d9d5e1ac1879dd5ff788f27011a90545cdc6f,2019-09-03 20:44:38,5
19823337,zephyr-v2.0.0,7c0ec4358a205f83d2c6cc91d6dfc0a3106989a4,2019-09-06 17:14:55,2
20281986,v1.14.1-rc3,ea2439e70c46e76e595b573d3c2744c3e6922301,2019-09-26 15:18:16,19
20501528,zephyr-v1.14.1,9591025942af9d8334901cc281d2b41a1747836d,2019-10-06 18:50:13,10
21352742,v2.1.0-rc1,0443c6d7ac412242e904c4c66e5662aa325d3e93,2019-11-11 01:13:34,35
21817769,v2.1.0-rc2,64dbc3e610d79db74f3ff1395fc9b1bf891f73c2,2019-11-28 04:12:45,17
22062078,zephyr-v2.1.0,b413223a66ed9e857c67ee21d1e8be4768804dd1,2019-12-03 22:00:50,5
21950314,v2.1.0-rc3,240d519de369f83529fcadc21f07af69e9f703fd,2019-12-04 04:00:58,0
23506004,v2.2.0-rc1,e089906b339aad4cd1b6589a3b6ce94782d93f54,2020-02-08 17:14:06,66
23978813,v2.2.0-rc2,03514c13b4d9be0f0b0e6a42e04d01c414bc9542,2020-02-25 20:36:05,17
24101909,v2.2.0-rc3,5372e78827ac8fa8dda74f6fb1b6a15393a97da4,2020-02-29 22:41:31,4
24378499,zephyr-v2.2.0,9518bd19b7a736bd649fa2fc8d8d52967c0b486f,2020-03-10 11:54:44,9
25662881,v1.14.2,035ab2bb72f627422a055380b609d9b1cb5eeaa5,2020-04-18 20:14:50,39
26357030,v2.3.0-rc1,55882ac3ec8376d3b331a849e479a07d7614884f,2020-05-10 19:54:36,21
27024012,zephyr-v2.2.1,2bd062c258288456631be6d366b192dd2b557999,2020-05-29 11:55:29,18
27198746,v2.3.0-rc2,98d8a90f53bd9a6a8bc29a373772242b521ebe95,2020-06-04 00:42:59,5
27277989,zephyr-v2.3.0,b8c78e254ff875680e99c9f131fbe285c4575927,2020-06-05 22:47:40,1
