release,tag_name,commit_id,date,days_since_last_release
6136743,zephyr-v1.5.0,5ca45ba3f2469cd859fac3a448a17158bbb47866,2016-08-27 01:35:49,0
5714995,v1.6.0-rc3,a16bc64bf8d932deae5a22132eb6191775eace97,2016-11-29 08:39:55,94
5714994,v1.6.0-rc4,4311814a058f56f6d6ef3a7b52af42154209e31d,2016-12-02 07:30:20,2
5714992,v1.6.99,a70bbacb645cb6d57e32d6dd48a09ae1779c8077,2016-12-03 09:09:34,1
5714993,zephyr-v1.6.0,d4e799d77a36eaf6d678b357c207411ec32b2d62,2016-12-03 09:49:08,0
5714990,v1.7.0-rc1,cd98edf028d935a86bc6be7a982207fe0ea50a2f,2017-02-15 17:15:36,74
5714991,v1.7.99,161a863da715019b529cf76c79f1cdade3f98433,2017-02-15 18:46:42,0
5714989,v1.7.0-rc2,46a38ee4601b4afff472a88a253312fbd6a4deb5,2017-02-23 20:40:42,8
5714988,v1.7.0-rc3,8d22d84b516b5261f3d3f24444d5b622b79c374e,2017-03-02 08:00:13,6
5714987,v1.7.0-rc4,3d2893cf85d51ceca04aa3bec2dd5fc77625ff81,2017-03-08 20:54:39,6
5714736,zephyr-v1.7.0,bdc3107d5c47d9cf4b6a4e948186a0a2730d92c5,2017-03-11 15:10:56,2
6387317,v1.6.1-rc,263c3525e50a549d5b90cad314004a261a42af79,2017-04-27 18:10:08,47
6387320,v1.7.1-rc,7a3193ec28826afd367c8b8d36af55415683ccc6,2017-04-27 18:33:18,0
6387287,zephyr-v1.7.1,c90440924f66d6a844cf5e07279fca1949bd2f5d,2017-05-11 18:14:03,13
6387302,zephyr-v1.6.1,4e28f0ab8949241a9bf4acda852446b5f793ac25,2017-05-11 18:15:08,0
6704415,v1.8.99,eff52d98542ab826116841af95d6a3bc6057b2c5,2017-05-21 10:44:53,9
6457006,v1.8.0-rc1,98e14bc67d832cfbdae46d2c42f1af259ae61b5a,2017-05-22 03:14:07,0
6565896,v1.8.0-rc2,7d8dde77df266b60401b515fbb6422defc995310,2017-06-01 04:02:48,10
6704413,v1.8.0-rc3,44b9743c6cdd56a119d22890ad44fd3a55fb7b96,2017-06-08 05:48:13,7
6704420,v1.8.0-rc4,2f39cea3430d82dc714565b05ca4e49c80564347,2017-06-14 05:42:42,5
6733191,zephyr-v1.8.0,fcb9144dca68f98d24caf39532595555355c3c1d,2017-06-16 01:20:52,1
7435081,v1.9.0-rc1,c7634a94863a1add8ed1db6f80e34860631cd894,2017-08-18 07:27:05,63
7528647,v1.9.0-rc2,3fb710b3cab51aebdc95129abc87995c6f10a440,2017-08-25 17:19:09,7
7629542,v1.9.0-rc3,dca4b979186850f5599d1a9cc024408ae47a885e,2017-09-04 20:07:48,10
7675737,v1.9.0-rc4,29a3ccecd5a314921e1b79d8031b1c1c2ccb4f12,2017-09-07 23:59:58,3
7677236,zephyr-v1.9.0,6597e86ed57d24975a655f5d0333a80dd770e958,2017-09-08 02:49:58,0
8104540,zephyr-v1.9.1,ab35052b89e0bf57b786ed9a3d8281e2210285af,2017-10-12 06:31:45,34
8577087,zephyr-v1.9.2,a7dcd9d827b46c9ac722678522b398ecfd64fe87,2017-11-19 17:51:40,38
8581170,v1.10.0-rc1,cb9390c791f25a6787e07de085375eab96d29e5c,2017-11-20 09:03:58,0
8691191,v1.10.0-rc2,faf9599b30681197537a30b4513817bc1bad01e6,2017-11-29 02:20:23,8
