release,tag_name,commit_id,date,days_since_last_release
14619534,v0.0.1-alpha,f93cc4480606b65f1fa608c3163ff7dcc801b62e,2018-12-19 20:53:36,0
17279490,v0.0.2-alpha,dac385d1c382719189d61721a13142e55871c59f,2019-05-06 19:31:55,137
